external_id,nombre,apellidos,dni,email,telefono,fecha_alta,estado,sede_externa,empresa_id
S5000-02164,Óscar,"Muñoz García",60002164V,s5000.02164@example.invalid,600-002-164,2026-04-08,activo,"Sede sintética",999999
S5000-02165,Nuria,"Pérez Núñez",60002165H,s5000.02165@example.invalid,"+34 600002165",2026-05-09,activo,"Sede sintética",999999
S5000-02166,Raúl,"Martín Sáez",60002166L,s5000.02166@example.invalid,600-002-166,2026-06-10,activo,"Sede sintética",999999
S5000-02167,Sofía,"Gómez León",60002167C,s5000.02167@example.invalid,"+34 600002167",2026-07-11,inactivo,"Sede sintética",999999
S5000-02168,Álvaro,"Muñoz García",60002168K,s5000.02168@example.invalid,600-002-168,2026-08-12,activo,"Sede sintética",999999
S5000-02169,Lucía,"Pérez Núñez",60002169E,s5000.02169@example.invalid,"+34 600002169",2026-09-13,activo,"Sede sintética",999999
S5000-02170,Iñigo,"Martín Sáez",60002170T,s5000.02170@example.invalid,600-002-170,2026-10-14,activo,"Sede sintética",999999
S5000-02171,"María José","Gómez León",60002171R,s5000.02171@example.invalid,"+34 600002171",2026-11-15,activo,"Sede sintética",999999
S5000-02172,Óscar,"Muñoz García",60002172W,s5000.02172@example.invalid,600-002-172,2026-12-16,activo,"Sede sintética",999999
S5000-02173,Nuria,"Pérez Núñez",60002173A,s5000.02173@example.invalid,"+34 600002173",2026-01-17,activo,"Sede sintética",999999
S5000-02174,Raúl,"Martín Sáez",60002174G,s5000.02174@example.invalid,600-002-174,2026-02-18,activo,"Sede sintética",999999
S5000-02175,Sofía,"Gómez León",60002175M,s5000.02175@example.invalid,"+34 600002175",2026-03-19,activo,"Sede sintética",999999
S5000-02176,Álvaro,"Muñoz García",60002176Y,s5000.02176@example.invalid,600-002-176,2026-04-20,activo,"Sede sintética",999999
S5000-02177,Lucía,"Pérez Núñez",60002177F,s5000.02177@example.invalid,"+34 600002177",2026-05-21,activo,"Sede sintética",999999
S5000-02178,Iñigo,"Martín Sáez",60002178P,s5000.02178@example.invalid,600-002-178,2026-06-22,inactivo,"Sede sintética",999999
S5000-02179,"María José","Gómez León",60002179D,s5000.02179@example.invalid,"+34 600002179",2026-07-23,activo,"Sede sintética",999999
S5000-02180,Óscar,"Muñoz García",60002180X,s5000.02180@example.invalid,600-002-180,2026-08-24,activo,"Sede sintética",999999
S5000-02181,Nuria,"Pérez Núñez",60002181B,s5000.02181@example.invalid,"+34 600002181",2026-09-25,activo,"Sede sintética",999999
S5000-02182,Raúl,"Martín Sáez",60002182N,s5000.02182@example.invalid,600-002-182,2026-10-26,activo,"Sede sintética",999999
S5000-02183,Sofía,"Gómez León",60002183J,s5000.02183@example.invalid,"+34 600002183",2026-11-27,activo,"Sede sintética",999999
S5000-02184,Álvaro,"Muñoz García",60002184Z,s5000.02184@example.invalid,600-002-184,2026-12-28,activo,"Sede sintética",999999
S5000-02185,Lucía,"Pérez Núñez",60002185S,s5000.02185@example.invalid,"+34 600002185",2026-01-01,activo,"Sede sintética",999999
S5000-02186,Iñigo,"Martín Sáez",60002186Q,s5000.02186@example.invalid,600-002-186,2026-02-02,activo,"Sede sintética",999999
S5000-02187,"María José","Gómez León",60002187V,s5000.02187@example.invalid,"+34 600002187",2026-03-03,activo,"Sede sintética",999999
S5000-02188,Óscar,"Muñoz García",60002188H,s5000.02188@example.invalid,600-002-188,2026-04-04,activo,"Sede sintética",999999
S5000-02189,Nuria,"Pérez Núñez",60002189L,s5000.02189@example.invalid,"+34 600002189",2026-05-05,inactivo,"Sede sintética",999999
S5000-02190,Raúl,"Martín Sáez",60002190C,s5000.02190@example.invalid,600-002-190,2026-06-06,activo,"Sede sintética",999999
S5000-02191,Sofía,"Gómez León",60002191K,s5000.02191@example.invalid,"+34 600002191",2026-07-07,activo,"Sede sintética",999999
S5000-02192,Álvaro,"Muñoz García",60002192E,s5000.02192@example.invalid,600-002-192,2026-08-08,activo,"Sede sintética",999999
S5000-02193,Lucía,"Pérez Núñez",60002193T,s5000.02193@example.invalid,"+34 600002193",2026-09-09,activo,"Sede sintética",999999
S5000-02194,Iñigo,"Martín Sáez",60002194R,s5000.02194@example.invalid,600-002-194,2026-10-10,activo,"Sede sintética",999999
S5000-02195,"María José","Gómez León",60002195W,s5000.02195@example.invalid,"+34 600002195",2026-11-11,activo,"Sede sintética",999999
S5000-02196,Óscar,"Muñoz García",60002196A,s5000.02196@example.invalid,600-002-196,2026-12-12,activo,"Sede sintética",999999
S5000-02197,Nuria,"Pérez Núñez",60002197G,s5000.02197@example.invalid,"+34 600002197",2026-01-13,activo,"Sede sintética",999999
S5000-02198,Raúl,"Martín Sáez",60002198M,s5000.02198@example.invalid,600-002-198,2026-02-14,activo,"Sede sintética",999999
S5000-02199,Sofía,"Gómez León",60002199Y,s5000.02199@example.invalid,"+34 600002199",2026-03-15,activo,"Sede sintética",999999
S5000-02200,Álvaro,"Muñoz García",60002200F,s5000.02200@example.invalid,600-002-200,2026-04-16,inactivo,"Sede sintética",999999
S5000-02201,Lucía,"Pérez Núñez",60002201P,s5000.02201@example.invalid,"+34 600002201",2026-05-17,activo,"Sede sintética",999999
S5000-02202,Iñigo,"Martín Sáez",60002202D,s5000.02202@example.invalid,600-002-202,2026-06-18,activo,"Sede sintética",999999
S5000-02203,"María José","Gómez León",60002203X,s5000.02203@example.invalid,"+34 600002203",2026-07-19,activo,"Sede sintética",999999
S5000-02204,Óscar,"Muñoz García",60002204B,s5000.02204@example.invalid,600-002-204,2026-08-20,activo,"Sede sintética",999999
S5000-02205,Nuria,"Pérez Núñez",60002205N,s5000.02205@example.invalid,"+34 600002205",2026-09-21,activo,"Sede sintética",999999
S5000-02206,Raúl,"Martín Sáez",60002206J,s5000.02206@example.invalid,600-002-206,2026-10-22,activo,"Sede sintética",999999
S5000-02207,Sofía,"Gómez León",60002207Z,s5000.02207@example.invalid,"+34 600002207",2026-11-23,activo,"Sede sintética",999999
S5000-02208,Álvaro,"Muñoz García",60002208S,s5000.02208@example.invalid,600-002-208,2026-12-24,activo,"Sede sintética",999999
S5000-02209,Lucía,"Pérez Núñez",60002209Q,s5000.02209@example.invalid,"+34 600002209",2026-01-25,activo,"Sede sintética",999999
S5000-02210,Iñigo,"Martín Sáez",60002210V,s5000.02210@example.invalid,600-002-210,2026-02-26,activo,"Sede sintética",999999
S5000-02211,"María José","Gómez León",60002211H,s5000.02211@example.invalid,"+34 600002211",2026-03-27,inactivo,"Sede sintética",999999
S5000-02212,Óscar,"Muñoz García",60002212L,s5000.02212@example.invalid,600-002-212,2026-04-28,activo,"Sede sintética",999999
S5000-02213,Nuria,"Pérez Núñez",60002213C,s5000.02213@example.invalid,"+34 600002213",2026-05-01,activo,"Sede sintética",999999
S5000-02214,Raúl,"Martín Sáez",60002214K,s5000.02214@example.invalid,600-002-214,2026-06-02,activo,"Sede sintética",999999
S5000-02215,Sofía,"Gómez León",60002215E,s5000.02215@example.invalid,"+34 600002215",2026-07-03,activo,"Sede sintética",999999
S5000-02216,Álvaro,"Muñoz García",60002216T,s5000.02216@example.invalid,600-002-216,2026-08-04,activo,"Sede sintética",999999
S5000-02217,Lucía,"Pérez Núñez",60002217R,s5000.02217@example.invalid,"+34 600002217",2026-09-05,activo,"Sede sintética",999999
S5000-02218,Iñigo,"Martín Sáez",60002218W,s5000.02218@example.invalid,600-002-218,2026-10-06,activo,"Sede sintética",999999
S5000-02219,"María José","Gómez León",60002219A,s5000.02219@example.invalid,"+34 600002219",2026-11-07,activo,"Sede sintética",999999
S5000-02220,Óscar,"Muñoz García",60002220G,s5000.02220@example.invalid,600-002-220,2026-12-08,activo,"Sede sintética",999999
S5000-02221,Nuria,"Pérez Núñez",60002221M,s5000.02221@example.invalid,"+34 600002221",2026-01-09,activo,"Sede sintética",999999
S5000-02222,Raúl,"Martín Sáez",60002222Y,s5000.02222@example.invalid,600-002-222,2026-02-10,inactivo,"Sede sintética",999999
S5000-02223,Sofía,"Gómez León",60002223F,s5000.02223@example.invalid,"+34 600002223",2026-03-11,activo,"Sede sintética",999999
S5000-02224,Álvaro,"Muñoz García",60002224P,s5000.02224@example.invalid,600-002-224,2026-04-12,activo,"Sede sintética",999999
S5000-02225,Lucía,"Pérez Núñez",60002225D,s5000.02225@example.invalid,"+34 600002225",2026-05-13,activo,"Sede sintética",999999
S5000-02226,Iñigo,"Martín Sáez",60002226X,s5000.02226@example.invalid,600-002-226,2026-06-14,activo,"Sede sintética",999999
S5000-02227,"María José","Gómez León",60002227B,s5000.02227@example.invalid,"+34 600002227",2026-07-15,activo,"Sede sintética",999999
S5000-02228,Óscar,"Muñoz García",60002228N,s5000.02228@example.invalid,600-002-228,2026-08-16,activo,"Sede sintética",999999
S5000-02229,Nuria,"Pérez Núñez",60002229J,s5000.02229@example.invalid,"+34 600002229",2026-09-17,activo,"Sede sintética",999999
S5000-02230,Raúl,"Martín Sáez",60002230Z,s5000.02230@example.invalid,600-002-230,2026-10-18,activo,"Sede sintética",999999
S5000-02231,Sofía,"Gómez León",60002231S,s5000.02231@example.invalid,"+34 600002231",2026-11-19,activo,"Sede sintética",999999
S5000-02232,Álvaro,"Muñoz García",60002232Q,s5000.02232@example.invalid,600-002-232,2026-12-20,activo,"Sede sintética",999999
S5000-02233,Lucía,"Pérez Núñez",60002233V,s5000.02233@example.invalid,"+34 600002233",2026-01-21,inactivo,"Sede sintética",999999
S5000-02234,Iñigo,"Martín Sáez",60002234H,s5000.02234@example.invalid,600-002-234,2026-02-22,activo,"Sede sintética",999999
S5000-02235,"María José","Gómez León",60002235L,s5000.02235@example.invalid,"+34 600002235",2026-03-23,activo,"Sede sintética",999999
S5000-02236,Óscar,"Muñoz García",60002236C,s5000.02236@example.invalid,600-002-236,2026-04-24,activo,"Sede sintética",999999
S5000-02237,Nuria,"Pérez Núñez",60002237K,s5000.02237@example.invalid,"+34 600002237",2026-05-25,activo,"Sede sintética",999999
S5000-02238,Raúl,"Martín Sáez",60002238E,s5000.02238@example.invalid,600-002-238,2026-06-26,activo,"Sede sintética",999999
S5000-02239,Sofía,"Gómez León",60002239T,s5000.02239@example.invalid,"+34 600002239",2026-07-27,activo,"Sede sintética",999999
S5000-02240,Álvaro,"Muñoz García",60002240R,s5000.02240@example.invalid,600-002-240,2026-08-28,activo,"Sede sintética",999999
S5000-02241,Lucía,"Pérez Núñez",60002241W,s5000.02241@example.invalid,"+34 600002241",2026-09-01,activo,"Sede sintética",999999
S5000-02242,Iñigo,"Martín Sáez",60002242A,s5000.02242@example.invalid,600-002-242,2026-10-02,activo,"Sede sintética",999999
S5000-02243,"María José","Gómez León",60002243G,s5000.02243@example.invalid,"+34 600002243",2026-11-03,activo,"Sede sintética",999999
S5000-02244,Óscar,"Muñoz García",60002244M,s5000.02244@example.invalid,600-002-244,2026-12-04,inactivo,"Sede sintética",999999
S5000-02245,Nuria,"Pérez Núñez",60002245Y,s5000.02245@example.invalid,"+34 600002245",2026-01-05,activo,"Sede sintética",999999
S5000-02246,Raúl,"Martín Sáez",60002246F,s5000.02246@example.invalid,600-002-246,2026-02-06,activo,"Sede sintética",999999
S5000-02247,Sofía,"Gómez León",60002247P,s5000.02247@example.invalid,"+34 600002247",2026-03-07,activo,"Sede sintética",999999
S5000-02248,Álvaro,"Muñoz García",60002248D,s5000.02248@example.invalid,600-002-248,2026-04-08,activo,"Sede sintética",999999
S5000-02249,Lucía,"Pérez Núñez",60002249X,s5000.02249@example.invalid,"+34 600002249",2026-05-09,activo,"Sede sintética",999999
S5000-02250,Iñigo,"Martín Sáez",60002250B,s5000.02250@example.invalid,600-002-250,2026-06-10,activo,"Sede sintética",999999
S5000-02251,"María José","Gómez León",60002251N,s5000.02251@example.invalid,"+34 600002251",2026-07-11,activo,"Sede sintética",999999
S5000-02252,Óscar,"Muñoz García",60002252J,s5000.02252@example.invalid,600-002-252,2026-08-12,activo,"Sede sintética",999999
S5000-02253,Nuria,"Pérez Núñez",60002253Z,s5000.02253@example.invalid,"+34 600002253",2026-09-13,activo,"Sede sintética",999999
S5000-02254,Raúl,"Martín Sáez",60002254S,s5000.02254@example.invalid,600-002-254,2026-10-14,activo,"Sede sintética",999999
S5000-02255,Sofía,"Gómez León",60002255Q,s5000.02255@example.invalid,"+34 600002255",2026-11-15,inactivo,"Sede sintética",999999
S5000-02256,Álvaro,"Muñoz García",60002256V,s5000.02256@example.invalid,600-002-256,2026-12-16,activo,"Sede sintética",999999
S5000-02257,Lucía,"Pérez Núñez",60002257H,s5000.02257@example.invalid,"+34 600002257",2026-01-17,activo,"Sede sintética",999999
S5000-02258,Iñigo,"Martín Sáez",60002258L,s5000.02258@example.invalid,600-002-258,2026-02-18,activo,"Sede sintética",999999
S5000-02259,"María José","Gómez León",60002259C,s5000.02259@example.invalid,"+34 600002259",2026-03-19,activo,"Sede sintética",999999
S5000-02260,Óscar,"Muñoz García",60002260K,s5000.02260@example.invalid,600-002-260,2026-04-20,activo,"Sede sintética",999999
S5000-02261,Nuria,"Pérez Núñez",60002261E,s5000.02261@example.invalid,"+34 600002261",2026-05-21,activo,"Sede sintética",999999
S5000-02262,Raúl,"Martín Sáez",60002262T,s5000.02262@example.invalid,600-002-262,2026-06-22,activo,"Sede sintética",999999
S5000-02263,Sofía,"Gómez León",60002263R,s5000.02263@example.invalid,"+34 600002263",2026-07-23,activo,"Sede sintética",999999
S5000-02264,Álvaro,"Muñoz García",60002264W,s5000.02264@example.invalid,600-002-264,2026-08-24,activo,"Sede sintética",999999
S5000-02265,Lucía,"Pérez Núñez",60002265A,s5000.02265@example.invalid,"+34 600002265",2026-09-25,activo,"Sede sintética",999999
S5000-02266,Iñigo,"Martín Sáez",60002266G,s5000.02266@example.invalid,600-002-266,2026-10-26,inactivo,"Sede sintética",999999
S5000-02267,"María José","Gómez León",60002267M,s5000.02267@example.invalid,"+34 600002267",2026-11-27,activo,"Sede sintética",999999
S5000-02268,Óscar,"Muñoz García",60002268Y,s5000.02268@example.invalid,600-002-268,2026-12-28,activo,"Sede sintética",999999
S5000-02269,Nuria,"Pérez Núñez",60002269F,s5000.02269@example.invalid,"+34 600002269",2026-01-01,activo,"Sede sintética",999999
S5000-02270,Raúl,"Martín Sáez",60002270P,s5000.02270@example.invalid,600-002-270,2026-02-02,activo,"Sede sintética",999999
S5000-02271,Sofía,"Gómez León",60002271D,s5000.02271@example.invalid,"+34 600002271",2026-03-03,activo,"Sede sintética",999999
S5000-02272,Álvaro,"Muñoz García",60002272X,s5000.02272@example.invalid,600-002-272,2026-04-04,activo,"Sede sintética",999999
S5000-02273,Lucía,"Pérez Núñez",60002273B,s5000.02273@example.invalid,"+34 600002273",2026-05-05,activo,"Sede sintética",999999
S5000-02274,Iñigo,"Martín Sáez",60002274N,s5000.02274@example.invalid,600-002-274,2026-06-06,activo,"Sede sintética",999999
S5000-02275,"María José","Gómez León",60002275J,s5000.02275@example.invalid,"+34 600002275",2026-07-07,activo,"Sede sintética",999999
S5000-02276,Óscar,"Muñoz García",60002276Z,s5000.02276@example.invalid,600-002-276,2026-08-08,activo,"Sede sintética",999999
S5000-02277,Nuria,"Pérez Núñez",60002277S,s5000.02277@example.invalid,"+34 600002277",2026-09-09,inactivo,"Sede sintética",999999
S5000-02278,Raúl,"Martín Sáez",60002278Q,s5000.02278@example.invalid,600-002-278,2026-10-10,activo,"Sede sintética",999999
S5000-02279,Sofía,"Gómez León",60002279V,s5000.02279@example.invalid,"+34 600002279",2026-11-11,activo,"Sede sintética",999999
S5000-02280,Álvaro,"Muñoz García",60002280H,s5000.02280@example.invalid,600-002-280,2026-12-12,activo,"Sede sintética",999999
S5000-02281,Lucía,"Pérez Núñez",60002281L,s5000.02281@example.invalid,"+34 600002281",2026-01-13,activo,"Sede sintética",999999
S5000-02282,Iñigo,"Martín Sáez",60002282C,s5000.02282@example.invalid,600-002-282,2026-02-14,activo,"Sede sintética",999999
S5000-02283,"María José","Gómez León",60002283K,s5000.02283@example.invalid,"+34 600002283",2026-03-15,activo,"Sede sintética",999999
S5000-02284,Óscar,"Muñoz García",60002284E,s5000.02284@example.invalid,600-002-284,2026-04-16,activo,"Sede sintética",999999
S5000-02285,Nuria,"Pérez Núñez",60002285T,s5000.02285@example.invalid,"+34 600002285",2026-05-17,activo,"Sede sintética",999999
S5000-02286,Raúl,"Martín Sáez",60002286R,s5000.02286@example.invalid,600-002-286,2026-06-18,activo,"Sede sintética",999999
S5000-02287,Sofía,"Gómez León",60002287W,s5000.02287@example.invalid,"+34 600002287",2026-07-19,activo,"Sede sintética",999999
S5000-02288,Álvaro,"Muñoz García",60002288A,s5000.02288@example.invalid,600-002-288,2026-08-20,inactivo,"Sede sintética",999999
S5000-02289,Lucía,"Pérez Núñez",60002289G,s5000.02289@example.invalid,"+34 600002289",2026-09-21,activo,"Sede sintética",999999
S5000-02290,Iñigo,"Martín Sáez",60002290M,s5000.02290@example.invalid,600-002-290,2026-10-22,activo,"Sede sintética",999999
S5000-02291,"María José","Gómez León",60002291Y,s5000.02291@example.invalid,"+34 600002291",2026-11-23,activo,"Sede sintética",999999
S5000-02292,Óscar,"Muñoz García",60002292F,s5000.02292@example.invalid,600-002-292,2026-12-24,activo,"Sede sintética",999999
S5000-02293,Nuria,"Pérez Núñez",60002293P,s5000.02293@example.invalid,"+34 600002293",2026-01-25,activo,"Sede sintética",999999
S5000-02294,Raúl,"Martín Sáez",60002294D,s5000.02294@example.invalid,600-002-294,2026-02-26,activo,"Sede sintética",999999
S5000-02295,Sofía,"Gómez León",60002295X,s5000.02295@example.invalid,"+34 600002295",2026-03-27,activo,"Sede sintética",999999
S5000-02296,Álvaro,"Muñoz García",60002296B,s5000.02296@example.invalid,600-002-296,2026-04-28,activo,"Sede sintética",999999
S5000-02297,Lucía,"Pérez Núñez",60002297N,s5000.02297@example.invalid,"+34 600002297",2026-05-01,activo,"Sede sintética",999999
S5000-02298,Iñigo,"Martín Sáez",60002298J,s5000.02298@example.invalid,600-002-298,2026-06-02,activo,"Sede sintética",999999
S5000-02299,"María José","Gómez León",60002299Z,s5000.02299@example.invalid,"+34 600002299",2026-07-03,inactivo,"Sede sintética",999999
S5000-02300,Óscar,"Muñoz García",60002300S,s5000.02300@example.invalid,600-002-300,2026-08-04,activo,"Sede sintética",999999
S5000-02301,Nuria,"Pérez Núñez",60002301Q,s5000.02301@example.invalid,"+34 600002301",2026-09-05,activo,"Sede sintética",999999
S5000-02302,Raúl,"Martín Sáez",60002302V,s5000.02302@example.invalid,600-002-302,2026-10-06,activo,"Sede sintética",999999
S5000-02303,Sofía,"Gómez León",60002303H,s5000.02303@example.invalid,"+34 600002303",2026-11-07,activo,"Sede sintética",999999
S5000-02304,Álvaro,"Muñoz García",60002304L,s5000.02304@example.invalid,600-002-304,2026-12-08,activo,"Sede sintética",999999
S5000-02305,Lucía,"Pérez Núñez",60002305C,s5000.02305@example.invalid,"+34 600002305",2026-01-09,activo,"Sede sintética",999999
S5000-02306,Iñigo,"Martín Sáez",60002306K,s5000.02306@example.invalid,600-002-306,2026-02-10,activo,"Sede sintética",999999
S5000-02307,"María José","Gómez León",60002307E,s5000.02307@example.invalid,"+34 600002307",2026-03-11,activo,"Sede sintética",999999
S5000-02308,Óscar,"Muñoz García",60002308T,s5000.02308@example.invalid,600-002-308,2026-04-12,activo,"Sede sintética",999999
S5000-02309,Nuria,"Pérez Núñez",60002309R,s5000.02309@example.invalid,"+34 600002309",2026-05-13,activo,"Sede sintética",999999
S5000-02310,Raúl,"Martín Sáez",60002310W,s5000.02310@example.invalid,600-002-310,2026-06-14,inactivo,"Sede sintética",999999
S5000-02311,Sofía,"Gómez León",60002311A,s5000.02311@example.invalid,"+34 600002311",2026-07-15,activo,"Sede sintética",999999
S5000-02312,Álvaro,"Muñoz García",60002312G,s5000.02312@example.invalid,600-002-312,2026-08-16,activo,"Sede sintética",999999
S5000-02313,Lucía,"Pérez Núñez",60002313M,s5000.02313@example.invalid,"+34 600002313",2026-09-17,activo,"Sede sintética",999999
S5000-02314,Iñigo,"Martín Sáez",60002314Y,s5000.02314@example.invalid,600-002-314,2026-10-18,activo,"Sede sintética",999999
S5000-02315,"María José","Gómez León",60002315F,s5000.02315@example.invalid,"+34 600002315",2026-11-19,activo,"Sede sintética",999999
S5000-02316,Óscar,"Muñoz García",60002316P,s5000.02316@example.invalid,600-002-316,2026-12-20,activo,"Sede sintética",999999
S5000-02317,Nuria,"Pérez Núñez",60002317D,s5000.02317@example.invalid,"+34 600002317",2026-01-21,activo,"Sede sintética",999999
S5000-02318,Raúl,"Martín Sáez",60002318X,s5000.02318@example.invalid,600-002-318,2026-02-22,activo,"Sede sintética",999999
S5000-02319,Sofía,"Gómez León",60002319B,s5000.02319@example.invalid,"+34 600002319",2026-03-23,activo,"Sede sintética",999999
S5000-02320,Álvaro,"Muñoz García",60002320N,s5000.02320@example.invalid,600-002-320,2026-04-24,activo,"Sede sintética",999999
S5000-02321,Lucía,"Pérez Núñez",60002321J,s5000.02321@example.invalid,"+34 600002321",2026-05-25,inactivo,"Sede sintética",999999
S5000-02322,Iñigo,"Martín Sáez",60002322Z,s5000.02322@example.invalid,600-002-322,2026-06-26,activo,"Sede sintética",999999
S5000-02323,"María José","Gómez León",60002323S,s5000.02323@example.invalid,"+34 600002323",2026-07-27,activo,"Sede sintética",999999
S5000-02324,Óscar,"Muñoz García",60002324Q,s5000.02324@example.invalid,600-002-324,2026-08-28,activo,"Sede sintética",999999
S5000-02325,Nuria,"Pérez Núñez",60002325V,s5000.02325@example.invalid,"+34 600002325",2026-09-01,activo,"Sede sintética",999999
S5000-02326,Raúl,"Martín Sáez",60002326H,s5000.02326@example.invalid,600-002-326,2026-10-02,activo,"Sede sintética",999999
S5000-02327,Sofía,"Gómez León",60002327L,s5000.02327@example.invalid,"+34 600002327",2026-11-03,activo,"Sede sintética",999999
S5000-02328,Álvaro,"Muñoz García",60002328C,s5000.02328@example.invalid,600-002-328,2026-12-04,activo,"Sede sintética",999999
S5000-02329,Lucía,"Pérez Núñez",60002329K,s5000.02329@example.invalid,"+34 600002329",2026-01-05,activo,"Sede sintética",999999
S5000-02330,Iñigo,"Martín Sáez",60002330E,s5000.02330@example.invalid,600-002-330,2026-02-06,activo,"Sede sintética",999999
S5000-02331,"María José","Gómez León",60002331T,s5000.02331@example.invalid,"+34 600002331",2026-03-07,activo,"Sede sintética",999999
S5000-02332,Óscar,"Muñoz García",60002332R,s5000.02332@example.invalid,600-002-332,2026-04-08,inactivo,"Sede sintética",999999
S5000-02333,Nuria,"Pérez Núñez",60002333W,s5000.02333@example.invalid,"+34 600002333",2026-05-09,activo,"Sede sintética",999999
S5000-02334,Raúl,"Martín Sáez",60002334A,s5000.02334@example.invalid,600-002-334,2026-06-10,activo,"Sede sintética",999999
S5000-02335,Sofía,"Gómez León",60002335G,s5000.02335@example.invalid,"+34 600002335",2026-07-11,activo,"Sede sintética",999999
S5000-02336,Álvaro,"Muñoz García",60002336M,s5000.02336@example.invalid,600-002-336,2026-08-12,activo,"Sede sintética",999999
S5000-02337,Lucía,"Pérez Núñez",60002337Y,s5000.02337@example.invalid,"+34 600002337",2026-09-13,activo,"Sede sintética",999999
S5000-02338,Iñigo,"Martín Sáez",60002338F,s5000.02338@example.invalid,600-002-338,2026-10-14,activo,"Sede sintética",999999
S5000-02339,"María José","Gómez León",60002339P,s5000.02339@example.invalid,"+34 600002339",2026-11-15,activo,"Sede sintética",999999
S5000-02340,Óscar,"Muñoz García",60002340D,s5000.02340@example.invalid,600-002-340,2026-12-16,activo,"Sede sintética",999999
S5000-02341,Nuria,"Pérez Núñez",60002341X,s5000.02341@example.invalid,"+34 600002341",2026-01-17,activo,"Sede sintética",999999
S5000-02342,Raúl,"Martín Sáez",60002342B,s5000.02342@example.invalid,600-002-342,2026-02-18,activo,"Sede sintética",999999
S5000-02343,Sofía,"Gómez León",60002343N,s5000.02343@example.invalid,"+34 600002343",2026-03-19,inactivo,"Sede sintética",999999
S5000-02344,Álvaro,"Muñoz García",60002344J,s5000.02344@example.invalid,600-002-344,2026-04-20,activo,"Sede sintética",999999
S5000-02345,Lucía,"Pérez Núñez",60002345Z,s5000.02345@example.invalid,"+34 600002345",2026-05-21,activo,"Sede sintética",999999
S5000-02346,Iñigo,"Martín Sáez",60002346S,s5000.02346@example.invalid,600-002-346,2026-06-22,activo,"Sede sintética",999999
S5000-02347,"María José","Gómez León",60002347Q,s5000.02347@example.invalid,"+34 600002347",2026-07-23,activo,"Sede sintética",999999
S5000-02348,Óscar,"Muñoz García",60002348V,s5000.02348@example.invalid,600-002-348,2026-08-24,activo,"Sede sintética",999999
S5000-02349,Nuria,"Pérez Núñez",60002349H,s5000.02349@example.invalid,"+34 600002349",2026-09-25,activo,"Sede sintética",999999
S5000-02350,Raúl,"Martín Sáez",60002350L,s5000.02350@example.invalid,600-002-350,2026-10-26,activo,"Sede sintética",999999
S5000-02351,Sofía,"Gómez León",60002351C,s5000.02351@example.invalid,"+34 600002351",2026-11-27,activo,"Sede sintética",999999
S5000-02352,Álvaro,"Muñoz García",60002352K,s5000.02352@example.invalid,600-002-352,2026-12-28,activo,"Sede sintética",999999
S5000-02353,Lucía,"Pérez Núñez",60002353E,s5000.02353@example.invalid,"+34 600002353",2026-01-01,activo,"Sede sintética",999999
S5000-02354,Iñigo,"Martín Sáez",60002354T,s5000.02354@example.invalid,600-002-354,2026-02-02,inactivo,"Sede sintética",999999
S5000-02355,"María José","Gómez León",60002355R,s5000.02355@example.invalid,"+34 600002355",2026-03-03,activo,"Sede sintética",999999
S5000-02356,Óscar,"Muñoz García",60002356W,s5000.02356@example.invalid,600-002-356,2026-04-04,activo,"Sede sintética",999999
S5000-02357,Nuria,"Pérez Núñez",60002357A,s5000.02357@example.invalid,"+34 600002357",2026-05-05,activo,"Sede sintética",999999
S5000-02358,Raúl,"Martín Sáez",60002358G,s5000.02358@example.invalid,600-002-358,2026-06-06,activo,"Sede sintética",999999
S5000-02359,Sofía,"Gómez León",60002359M,s5000.02359@example.invalid,"+34 600002359",2026-07-07,activo,"Sede sintética",999999
S5000-02360,Álvaro,"Muñoz García",60002360Y,s5000.02360@example.invalid,600-002-360,2026-08-08,activo,"Sede sintética",999999
S5000-02361,Lucía,"Pérez Núñez",60002361F,s5000.02361@example.invalid,"+34 600002361",2026-09-09,activo,"Sede sintética",999999
S5000-02362,Iñigo,"Martín Sáez",60002362P,s5000.02362@example.invalid,600-002-362,2026-10-10,activo,"Sede sintética",999999
S5000-02363,"María José","Gómez León",60002363D,s5000.02363@example.invalid,"+34 600002363",2026-11-11,activo,"Sede sintética",999999
S5000-02364,Óscar,"Muñoz García",60002364X,s5000.02364@example.invalid,600-002-364,2026-12-12,activo,"Sede sintética",999999
S5000-02365,Nuria,"Pérez Núñez",60002365B,s5000.02365@example.invalid,"+34 600002365",2026-01-13,inactivo,"Sede sintética",999999
S5000-02366,Raúl,"Martín Sáez",60002366N,s5000.02366@example.invalid,600-002-366,2026-02-14,activo,"Sede sintética",999999
S5000-02367,Sofía,"Gómez León",60002367J,s5000.02367@example.invalid,"+34 600002367",2026-03-15,activo,"Sede sintética",999999
S5000-02368,Álvaro,"Muñoz García",60002368Z,s5000.02368@example.invalid,600-002-368,2026-04-16,activo,"Sede sintética",999999
S5000-02369,Lucía,"Pérez Núñez",60002369S,s5000.02369@example.invalid,"+34 600002369",2026-05-17,activo,"Sede sintética",999999
S5000-02370,Iñigo,"Martín Sáez",60002370Q,s5000.02370@example.invalid,600-002-370,2026-06-18,activo,"Sede sintética",999999
S5000-02371,"María José","Gómez León",60002371V,s5000.02371@example.invalid,"+34 600002371",2026-07-19,activo,"Sede sintética",999999
